Category,Product,Unit_Price,Order_Date,City,Sales_Channel,Units_Sold,Stock_Available,Total_Sales
Automotive,Car Perfume,262,2024-01-14 04:00:00,Noida,Online,7,147,1834
Fitness Gear,Protein Shaker,405,2024-01-14 05:00:00,Noida,Online,1,182,405
Automotive,Car Wax,718,2024-01-14 06:00:00,Jalandhar,Offline,5,52,3590
Home Decor,Wall Painting,1146,2024-01-14 07:00:00,Gurugram,Online,8,157,9168
Home Decor,Table Lamp,1130,2024-01-14 08:00:00,Chandigarh,Offline,10,32,11300
Kitchen Tools,Blender,1844,2024-01-14 09:00:00,Gurugram,Online,14,10,25816
Gardening,Watering Can,281,2024-01-14 10:00:00,Patiala,Offline,8,191,2248
Women Clothing,Kurti,387,2024-01-14 11:00:00,Gurugram,Online,9,22,3483
Fitness Gear,Yoga Mat,961,2024-01-14 12:00:00,Chandigarh,Offline,14,16,13454
Women Clothing,Lehenga,9426,2024-01-14 13:00:00,Delhi,Online,13,16,122538
Furniture,Dining Chair,689,2024-01-14 14:00:00,Gurugram,Offline,3,96,2067
Gardening,Artificial Grass,716,2024-01-14 15:00:00,Mohali,Online,14,115,10024
Home Decor,Mirror,1840,2024-01-14 16:00:00,Patiala,Online,12,6,22080
Beauty & Personal Care,Perfume,3214,2024-01-14 17:00:00,Noida,Offline,6,17,19284
Electronics,Headphones,3391,2024-01-14 18:00:00,Amritsar,Offline,5,24,16955
Books,Children Story,463,2024-01-14 19:00:00,Mohali,Online,9,179,4167
Footwear,Heels,1299,2024-01-14 20:00:00,Jalandhar,Online,11,98,14289
Women Clothing,Handbag,699,2024-01-14 21:00:00,Amritsar,Offline,9,24,6291
Beauty & Personal Care,Trimmer,1345,2024-01-14 22:00:00,Ludhiana,Online,5,129,6725
Home Decor,Wall Clock,966,2024-01-14 23:00:00,Amritsar,Offline,2,145,1932
Women Clothing,Skirt,516,2024-01-15 00:00:00,Patiala,Online,11,120,5676
Furniture,Bean Bag,1455,2024-01-15 01:00:00,Chandigarh,Offline,10,168,14550
Electronics,Laptop,56023,2024-01-15 02:00:00,Mohali,Offline,7,41,392161
Beauty & Personal Care,Face Wash,465,2024-01-15 03:00:00,Patiala,Online,9,40,4185
Women Clothing,Jeans,1358,2024-01-15 04:00:00,Mohali,Online,5,32,6790
Men Clothing,Shorts,488,2024-01-15 05:00:00,Amritsar,Offline,1,139,488
Gardening,Fertilizer,991,2024-01-15 06:00:00,Noida,Offline,3,76,2973
Books,Fiction Novel,589,2024-01-15 07:00:00,Jalandhar,Online,13,48,7657
Fitness Gear,Resistance Bands,687,2024-01-15 08:00:00,Ludhiana,Online,10,46,6870
Men Clothing,Kurta,471,2024-01-15 09:00:00,Ludhiana,Offline,11,152,5181
Electronics,Smartwatch,2269,2024-01-15 10:00:00,Amritsar,Online,4,148,9076
Fitness Gear,Dumbbells,4152,2024-01-15 11:00:00,Mohali,Online,1,165,4152
Men Clothing,T-Shirt,492,2024-01-15 12:00:00,Jalandhar,Offline,9,82,4428
Toys & Games,Lego Set,5297,2024-01-15 13:00:00,Noida,Offline,14,56,74158
Automotive,Car Wax,718,2024-01-15 14:00:00,Ludhiana,Offline,1,37,718
Furniture,Office Chair,4886,2024-01-15 15:00:00,Gurugram,Online,5,162,24430
Furniture,Shoe Rack,2275,2024-01-15 16:00:00,Gurugram,Offline,1,156,2275
Gardening,Plant Pots,395,2024-01-15 17:00:00,Patiala,Offline,9,185,3555
Home Decor,Mirror,1840,2024-01-15 18:00:00,Jalandhar,Offline,13,82,23920
Beauty & Personal Care,Sunscreen,1176,2024-01-15 19:00:00,Amritsar,Online,2,50,2352
Fitness Gear,Jump Rope,589,2024-01-15 20:00:00,Delhi,Offline,4,85,2356
Stationery,Desk Organizer,464,2024-01-15 21:00:00,Mohali,Online,7,188,3248
Automotive,Engine Oil,2198,2024-01-15 22:00:00,Delhi,Online,10,61,21980
Electronics,Monitor,10433,2024-01-15 23:00:00,Chandigarh,Online,12,28,125196
Books,Business,766,2024-01-16 00:00:00,Chandigarh,Offline,9,77,6894
Footwear,Flip Flops,214,2024-01-16 01:00:00,Mohali,Online,8,36,1712
Electronics,Camera,133355,2024-01-16 02:00:00,Jalandhar,Offline,8,43,1066840
Furniture,Bookshelf,2794,2024-01-16 03:00:00,Chandigarh,Offline,1,17,2794
Beauty & Personal Care,Hair Dryer,3061,2024-01-16 04:00:00,Amritsar,Offline,5,41,15305
Furniture,Study Table,2815,2024-01-16 05:00:00,Noida,Offline,11,179,30965
Fitness Gear,Yoga Mat,961,2024-01-16 06:00:00,Jalandhar,Offline,3,45,2883
Books,Cookbook,1455,2024-01-16 07:00:00,Mohali,Online,7,195,10185
Gardening,Pruning Shears,1063,2024-01-16 08:00:00,Chandigarh,Online,3,154,3189
Electronics,Headphones,3391,2024-01-16 09:00:00,Delhi,Online,13,74,44083
Footwear,Loafers,2362,2024-01-16 10:00:00,Ludhiana,Online,12,112,28344
Men Clothing,Sweater,520,2024-01-16 11:00:00,Jalandhar,Offline,11,51,5720
Stationery,Calculator,514,2024-01-16 12:00:00,Jalandhar,Online,6,120,3084
Kitchen Tools,Induction Cooktop,2021,2024-01-16 13:00:00,Chandigarh,Online,4,106,8084
Kitchen Tools,Blender,1844,2024-01-16 14:00:00,Mohali,Online,3,99,5532
Toys & Games,Remote Car,3777,2024-01-16 15:00:00,Gurugram,Offline,2,64,7554
Stationery,Notebook Set,579,2024-01-16 16:00:00,Patiala,Online,1,129,579
Books,Children Story,463,2024-01-16 17:00:00,Noida,Offline,13,176,6019
Kitchen Tools,Toaster,1659,2024-01-16 18:00:00,Delhi,Online,10,197,16590
Stationery,Stapler,108,2024-01-16 19:00:00,Amritsar,Online,6,95,648
Gardening,Hose Pipe,587,2024-01-16 20:00:00,Gurugram,Online,13,156,7631
Toys & Games,Cricket Bat,1069,2024-01-16 21:00:00,Mohali,Online,8,111,8552
Beauty & Personal Care,Hair Dryer,3061,2024-01-16 22:00:00,Jalandhar,Offline,12,77,36732
Men Clothing,Sweater,520,2024-01-16 23:00:00,Patiala,Offline,6,27,3120
Men Clothing,Kurta,471,2024-01-17 00:00:00,Patiala,Online,8,56,3768
Home Decor,Cushion Covers,350,2024-01-17 01:00:00,Ludhiana,Online,9,112,3150
Electronics,Laptop,56023,2024-01-17 02:00:00,Delhi,Online,13,194,728299
Gardening,Fertilizer,991,2024-01-17 03:00:00,Gurugram,Offline,14,188,13874
Home Decor,Wall Painting,1146,2024-01-17 04:00:00,Patiala,Offline,1,114,1146
Footwear,Formal Shoes,1974,2024-01-17 05:00:00,Gurugram,Online,12,100,23688
Toys & Games,Puzzle,601,2024-01-17 06:00:00,Delhi,Online,7,86,4207
Home Decor,Table Lamp,1130,2024-01-17 07:00:00,Chandigarh,Offline,4,186,4520
Kitchen Tools,Kettle,1252,2024-01-17 08:00:00,Patiala,Offline,7,147,8764
Fitness Gear,Resistance Bands,687,2024-01-17 09:00:00,Amritsar,Offline,1,94,687
Fitness Gear,Dumbbells,4152,2024-01-17 10:00:00,Jalandhar,Offline,11,66,45672
Footwear,Sneakers,848,2024-01-17 11:00:00,Ludhiana,Offline,6,90,5088
Toys & Games,Soft Toy,1295,2024-01-17 12:00:00,Noida,Offline,7,66,9065
Gardening,Hose Pipe,587,2024-01-17 13:00:00,Noida,Online,11,112,6457
Footwear,Loafers,2362,2024-01-17 14:00:00,Delhi,Online,3,41,7086
Men Clothing,T-Shirt,492,2024-01-17 15:00:00,Noida,Online,5,6,2460
Gardening,Watering Can,281,2024-01-17 16:00:00,Gurugram,Offline,12,88,3372
Fitness Gear,Cycling Machine,9021,2024-01-17 17:00:00,Ludhiana,Offline,10,19,90210
Stationery,Whiteboard,2367,2024-01-17 18:00:00,Delhi,Online,3,163,7101
Toys & Games,Soft Toy,1295,2024-01-17 19:00:00,Chandigarh,Offline,5,64,6475
Automotive,Car Perfume,262,2024-01-17 20:00:00,Gurugram,Offline,5,71,1310
Toys & Games,Lego Set,5297,2024-01-17 21:00:00,Noida,Online,11,123,58267
Books,Self-Help,391,2024-01-17 22:00:00,Delhi,Online,8,157,3128
Electronics,Headphones,3391,2024-01-17 23:00:00,Patiala,Online,12,115,40692
Electronics,Smartwatch,2269,2024-01-18 00:00:00,Ludhiana,Online,2,15,4538
Men Clothing,Shorts,488,2024-01-18 01:00:00,Mohali,Online,10,96,4880
Beauty & Personal Care,Hair Dryer,3061,2024-01-18 02:00:00,Jalandhar,Offline,2,25,6122
Stationery,Art Colors,1480,2024-01-18 03:00:00,Patiala,Online,10,78,14800
Electronics,Camera,133355,2024-01-18 04:00:00,Chandigarh,Online,3,191,400065
Women Clothing,Kurti,387,2024-01-18 05:00:00,Chandigarh,Online,11,89,4257
Home Decor,Table Lamp,1130,2024-01-18 06:00:00,Noida,Offline,6,190,6780
Furniture,Shoe Rack,2275,2024-01-18 07:00:00,Gurugram,Offline,3,79,6825
Furniture,Study Table,2815,2024-01-18 08:00:00,Chandigarh,Online,4,91,11260
Automotive,Engine Oil,2198,2024-01-18 09:00:00,Delhi,Offline,1,190,2198
Gardening,Watering Can,281,2024-01-18 10:00:00,Jalandhar,Online,7,185,1967
Fitness Gear,Yoga Mat,961,2024-01-18 11:00:00,Gurugram,Online,7,62,6727
Fitness Gear,Protein Shaker,405,2024-01-18 12:00:00,Noida,Online,8,187,3240
Furniture,Office Chair,4886,2024-01-18 13:00:00,Chandigarh,Online,5,18,24430
Automotive,Car Wax,718,2024-01-18 14:00:00,Jalandhar,Offline,14,160,10052
Beauty & Personal Care,Hair Dryer,3061,2024-01-18 15:00:00,Gurugram,Offline,11,49,33671
Gardening,Watering Can,281,2024-01-18 16:00:00,Amritsar,Online,2,8,562
Toys & Games,Soft Toy,1295,2024-01-18 17:00:00,Patiala,Offline,2,169,2590
Toys & Games,Lego Set,5297,2024-01-18 18:00:00,Mohali,Online,7,36,37079
Beauty & Personal Care,Lipstick,687,2024-01-18 19:00:00,Jalandhar,Online,11,34,7557
Furniture,Bookshelf,2794,2024-01-18 20:00:00,Mohali,Offline,5,35,13970
Kitchen Tools,Knife Set,357,2024-01-18 21:00:00,Ludhiana,Online,10,153,3570
Men Clothing,Sweater,520,2024-01-18 22:00:00,Noida,Offline,2,51,1040
Stationery,Calculator,514,2024-01-18 23:00:00,Patiala,Offline,10,18,5140
Electronics,Smartwatch,2269,2024-01-19 00:00:00,Chandigarh,Offline,10,50,22690
Home Decor,Table Lamp,1130,2024-01-19 01:00:00,Noida,Online,5,30,5650
Fitness Gear,Gym Bag,865,2024-01-19 02:00:00,Amritsar,Offline,1,156,865
Men Clothing,Shirt,402,2024-01-19 03:00:00,Ludhiana,Online,6,153,2412
Footwear,Formal Shoes,1974,2024-01-19 04:00:00,Mohali,Offline,2,71,3948
Beauty & Personal Care,Hair Dryer,3061,2024-01-19 05:00:00,Patiala,Online,9,102,27549
Beauty & Personal Care,Sunscreen,1176,2024-01-19 06:00:00,Jalandhar,Online,6,134,7056
Home Decor,Mirror,1840,2024-01-19 07:00:00,Amritsar,Online,8,43,14720
Gardening,Hose Pipe,587,2024-01-19 08:00:00,Ludhiana,Online,7,123,4109
Books,Academic,634,2024-01-19 09:00:00,Ludhiana,Online,9,60,5706
Women Clothing,Jeans,1358,2024-01-19 10:00:00,Gurugram,Online,14,100,19012
Toys & Games,Puzzle,601,2024-01-19 11:00:00,Noida,Offline,10,61,6010
Men Clothing,Shirt,402,2024-01-19 12:00:00,Chandigarh,Offline,11,42,4422
Kitchen Tools,Blender,1844,2024-01-19 13:00:00,Mohali,Online,7,152,12908
Gardening,Seeds Pack,262,2024-01-19 14:00:00,Jalandhar,Offline,11,72,2882
Beauty & Personal Care,Sunscreen,1176,2024-01-19 15:00:00,Noida,Offline,6,119,7056
Stationery,Backpack,1952,2024-01-19 16:00:00,Amritsar,Online,12,52,23424
Men Clothing,Kurta,471,2024-01-19 17:00:00,Mohali,Offline,10,85,4710
Home Decor,Vase,643,2024-01-19 18:00:00,Jalandhar,Offline,12,54,7716
Automotive,Car Vacuum,3527,2024-01-19 19:00:00,Ludhiana,Online,2,194,7054
Stationery,Calculator,514,2024-01-19 20:00:00,Chandigarh,Online,8,100,4112
Home Decor,Wall Clock,966,2024-01-19 21:00:00,Ludhiana,Online,9,7,8694
Home Decor,Wall Clock,966,2024-01-19 22:00:00,Patiala,Offline,4,15,3864
Toys & Games,Puzzle,601,2024-01-19 23:00:00,Amritsar,Online,1,78,601
Footwear,Heels,1299,2024-01-20 00:00:00,Chandigarh,Online,10,105,12990
Men Clothing,Kurta,471,2024-01-20 01:00:00,Jalandhar,Online,14,59,6594
Men Clothing,Shorts,488,2024-01-20 02:00:00,Delhi,Online,6,28,2928
Furniture,Study Table,2815,2024-01-20 03:00:00,Amritsar,Offline,12,74,33780
Footwear,Sandals,1110,2024-01-20 04:00:00,Delhi,Online,1,116,1110
Beauty & Personal Care,Shampoo,441,2024-01-20 05:00:00,Noida,Offline,10,85,4410
Women Clothing,Skirt,516,2024-01-20 06:00:00,Amritsar,Online,2,93,1032
Beauty & Personal Care,Lipstick,687,2024-01-20 07:00:00,Gurugram,Online,11,99,7557
Books,Self-Help,391,2024-01-20 08:00:00,Ludhiana,Offline,2,189,782
Electronics,Monitor,10433,2024-01-20 09:00:00,Jalandhar,Online,10,8,104330
Kitchen Tools,Toaster,1659,2024-01-20 10:00:00,Noida,Online,3,158,4977
Gardening,Seeds Pack,262,2024-01-20 11:00:00,Amritsar,Offline,6,5,1572
Stationery,Whiteboard,2367,2024-01-20 12:00:00,Mohali,Online,9,151,21303
Women Clothing,Saree,1021,2024-01-20 13:00:00,Amritsar,Offline,2,83,2042
Books,Fiction Novel,589,2024-01-20 14:00:00,Patiala,Offline,3,38,1767
Footwear,Sneakers,848,2024-01-20 15:00:00,Delhi,Online,9,172,7632
Gardening,Pruning Shears,1063,2024-01-20 16:00:00,Noida,Online,4,24,4252
Stationery,Pen Pack,592,2024-01-20 17:00:00,Chandigarh,Online,8,128,4736
Beauty & Personal Care,Perfume,3214,2024-01-20 18:00:00,Gurugram,Offline,9,180,28926
Books,Children Story,463,2024-01-20 19:00:00,Mohali,Online,2,156,926
Men Clothing,Jeans,1235,2024-01-20 20:00:00,Delhi,Offline,12,169,14820
Electronics,Headphones,3391,2024-01-20 21:00:00,Delhi,Online,11,187,37301
Women Clothing,Lehenga,9426,2024-01-20 22:00:00,Ludhiana,Online,12,33,113112
Footwear,Sneakers,848,2024-01-20 23:00:00,Gurugram,Online,8,184,6784
Men Clothing,T-Shirt,492,2024-01-21 00:00:00,Amritsar,Offline,10,127,4920
Gardening,Garden Shovel,202,2024-01-21 01:00:00,Chandigarh,Online,1,63,202
Automotive,Seat Cover,7258,2024-01-21 02:00:00,Ludhiana,Online,12,97,87096
Gardening,Seeds Pack,262,2024-01-21 03:00:00,Amritsar,Offline,6,119,1572
Footwear,Flip Flops,214,2024-01-21 04:00:00,Gurugram,Online,7,138,1498
Beauty & Personal Care,Hair Dryer,3061,2024-01-21 05:00:00,Amritsar,Online,11,140,33671
Toys & Games,Board Game,1102,2024-01-21 06:00:00,Mohali,Offline,3,42,3306
Women Clothing,Jeans,1358,2024-01-21 07:00:00,Chandigarh,Online,13,30,17654
Furniture,Shoe Rack,2275,2024-01-21 08:00:00,Ludhiana,Online,10,172,22750
Kitchen Tools,Knife Set,357,2024-01-21 09:00:00,Mohali,Online,2,57,714
Toys & Games,Puzzle,601,2024-01-21 10:00:00,Chandigarh,Online,10,81,6010
Furniture,Office Chair,4886,2024-01-21 11:00:00,Noida,Online,7,89,34202
Beauty & Personal Care,Hair Dryer,3061,2024-01-21 12:00:00,Delhi,Online,2,46,6122
Furniture,Bean Bag,1455,2024-01-21 13:00:00,Delhi,Offline,5,167,7275
Books,Children Story,463,2024-01-21 14:00:00,Delhi,Online,4,189,1852
Stationery,Backpack,1952,2024-01-21 15:00:00,Mohali,Online,10,50,19520
Fitness Gear,Yoga Mat,961,2024-01-21 16:00:00,Delhi,Online,1,100,961
Beauty & Personal Care,Lipstick,687,2024-01-21 17:00:00,Jalandhar,Online,7,171,4809
Beauty & Personal Care,Shampoo,441,2024-01-21 18:00:00,Jalandhar,Offline,3,103,1323
Books,Mystery,505,2024-01-21 19:00:00,Jalandhar,Online,10,172,5050
Kitchen Tools,Induction Cooktop,2021,2024-01-21 20:00:00,Jalandhar,Online,1,85,2021
Gardening,Pruning Shears,1063,2024-01-21 21:00:00,Noida,Offline,9,56,9567
Gardening,Seeds Pack,262,2024-01-21 22:00:00,Noida,Online,7,80,1834
Kitchen Tools,Air Fryer,5184,2024-01-21 23:00:00,Chandigarh,Online,7,126,36288
Gardening,Hose Pipe,587,2024-01-22 00:00:00,Chandigarh,Offline,6,69,3522
Stationery,Notebook Set,579,2024-01-22 01:00:00,Gurugram,Online,12,20,6948
Fitness Gear,Protein Shaker,405,2024-01-22 02:00:00,Mohali,Online,10,78,4050
Furniture,Bookshelf,2794,2024-01-22 03:00:00,Ludhiana,Offline,5,170,13970
Furniture,Bookshelf,2794,2024-01-22 04:00:00,Delhi,Offline,2,133,5588
Kitchen Tools,Juicer,1747,2024-01-22 05:00:00,Noida,Online,11,169,19217
Footwear,Sneakers,848,2024-01-22 06:00:00,Patiala,Offline,7,62,5936
Men Clothing,T-Shirt,492,2024-01-22 07:00:00,Chandigarh,Offline,2,56,984
Gardening,Plant Pots,395,2024-01-22 08:00:00,Mohali,Online,8,136,3160
Footwear,Heels,1299,2024-01-22 09:00:00,Patiala,Online,12,105,15588
Automotive,Engine Oil,2198,2024-01-22 10:00:00,Noida,Offline,2,102,4396
Automotive,Helmet,1391,2024-01-22 11:00:00,Ludhiana,Online,1,197,1391
Men Clothing,Shirt,402,2024-01-22 12:00:00,Jalandhar,Online,9,151,3618
Gardening,Plant Pots,395,2024-01-22 13:00:00,Chandigarh,Online,6,185,2370
Books,Cookbook,1455,2024-01-22 14:00:00,Amritsar,Online,8,196,11640
Home Decor,Photo Frame,220,2024-01-22 15:00:00,Jalandhar,Online,6,180,1320
Automotive,Engine Oil,2198,2024-01-22 16:00:00,Gurugram,Offline,5,146,10990
Automotive,Engine Oil,2198,2024-01-22 17:00:00,Jalandhar,Online,6,25,13188
Fitness Gear,Dumbbells,4152,2024-01-22 18:00:00,Ludhiana,Online,6,59,24912
Stationery,Calculator,514,2024-01-22 19:00:00,Chandigarh,Online,12,161,6168
Footwear,Sandals,1110,2024-01-22 20:00:00,Mohali,Online,1,15,1110
Furniture,Office Chair,4886,2024-01-22 21:00:00,Mohali,Offline,10,157,48860
Books,Business,766,2024-01-22 22:00:00,Jalandhar,Online,9,187,6894
Books,Business,766,2024-01-22 23:00:00,Mohali,Online,10,118,7660
Women Clothing,Kurti,387,2024-01-23 00:00:00,Patiala,Offline,13,176,5031
Men Clothing,Sweater,520,2024-01-23 01:00:00,Amritsar,Online,9,35,4680
Gardening,Garden Shovel,202,2024-01-23 02:00:00,Jalandhar,Online,3,124,606
Kitchen Tools,Toaster,1659,2024-01-23 03:00:00,Gurugram,Offline,6,18,9954
Furniture,Bean Bag,1455,2024-01-23 04:00:00,Gurugram,Online,11,28,16005
Footwear,Running Shoes,1782,2024-01-23 05:00:00,Delhi,Online,3,63,5346
Electronics,Smartwatch,2269,2024-01-23 06:00:00,Patiala,Online,3,151,6807
Electronics,Laptop,56023,2024-01-23 07:00:00,Jalandhar,Offline,10,133,560230
Beauty & Personal Care,Moisturizer,800,2024-01-23 08:00:00,Ludhiana,Online,14,196,11200
Electronics,Smartwatch,2269,2024-01-23 09:00:00,Amritsar,Offline,9,28,20421
Stationery,Calculator,514,2024-01-23 10:00:00,Jalandhar,Online,6,134,3084
Kitchen Tools,Induction Cooktop,2021,2024-01-23 11:00:00,Gurugram,Offline,7,87,14147
Gardening,Garden Shovel,202,2024-01-23 12:00:00,Mohali,Online,14,111,2828
Women Clothing,Kurti,387,2024-01-23 13:00:00,Jalandhar,Online,13,115,5031
Books,Academic,634,2024-01-23 14:00:00,Amritsar,Offline,1,81,634
Kitchen Tools,Toaster,1659,2024-01-23 15:00:00,Mohali,Offline,13,81,21567
Women Clothing,Lehenga,9426,2024-01-23 16:00:00,Amritsar,Online,6,163,56556
Beauty & Personal Care,Trimmer,1345,2024-01-23 17:00:00,Ludhiana,Offline,13,155,17485
Fitness Gear,Resistance Bands,687,2024-01-23 18:00:00,Jalandhar,Online,1,66,687
Electronics,Smartphone,70263,2024-01-23 19:00:00,Mohali,Online,3,148,210789
Kitchen Tools,Blender,1844,2024-01-23 20:00:00,Patiala,Offline,4,111,7376
Furniture,Study Table,2815,2024-01-23 21:00:00,Chandigarh,Online,5,95,14075
Automotive,Engine Oil,2198,2024-01-23 22:00:00,Noida,Online,11,67,24178
Stationery,Notebook Set,579,2024-01-23 23:00:00,Ludhiana,Online,1,166,579
Electronics,Camera,133355,2024-01-24 00:00:00,Jalandhar,Online,3,117,400065
Books,Fiction Novel,589,2024-01-24 01:00:00,Amritsar,Online,13,120,7657
Toys & Games,Lego Set,5297,2024-01-24 02:00:00,Ludhiana,Offline,1,68,5297
Kitchen Tools,Kettle,1252,2024-01-24 03:00:00,Chandigarh,Offline,3,35,3756
Women Clothing,Jeans,1358,2024-01-24 04:00:00,Patiala,Online,8,110,10864
Fitness Gear,Treadmill,39457,2024-01-24 05:00:00,Chandigarh,Offline,8,150,315656
Stationery,Backpack,1952,2024-01-24 06:00:00,Delhi,Online,8,169,15616
Gardening,Watering Can,281,2024-01-24 07:00:00,Gurugram,Online,13,13,3653
Gardening,Seeds Pack,262,2024-01-24 08:00:00,Ludhiana,Offline,7,16,1834
Beauty & Personal Care,Moisturizer,800,2024-01-24 09:00:00,Delhi,Online,14,114,11200
Books,Fiction Novel,589,2024-01-24 10:00:00,Chandigarh,Offline,6,111,3534
Stationery,Notebook Set,579,2024-01-24 11:00:00,Patiala,Offline,12,10,6948
Fitness Gear,Yoga Mat,961,2024-01-24 12:00:00,Gurugram,Online,12,141,11532
Women Clothing,Jeans,1358,2024-01-24 13:00:00,Gurugram,Offline,4,182,5432
Home Decor,Wall Painting,1146,2024-01-24 14:00:00,Chandigarh,Online,9,166,10314
Women Clothing,Dress,2238,2024-01-24 15:00:00,Amritsar,Online,4,172,8952
Home Decor,Wall Clock,966,2024-01-24 16:00:00,Ludhiana,Offline,13,115,12558
Toys & Games,Puzzle,601,2024-01-24 17:00:00,Patiala,Online,7,125,4207
Gardening,Watering Can,281,2024-01-24 18:00:00,Delhi,Online,8,149,2248
Electronics,Camera,133355,2024-01-24 19:00:00,Amritsar,Online,6,42,800130
Beauty & Personal Care,Sunscreen,1176,2024-01-24 20:00:00,Delhi,Offline,14,165,16464
Men Clothing,Jeans,1235,2024-01-24 21:00:00,Noida,Offline,8,182,9880
Toys & Games,Puzzle,601,2024-01-24 22:00:00,Gurugram,Offline,10,68,6010
Gardening,Seeds Pack,262,2024-01-24 23:00:00,Patiala,Offline,1,63,262
Books,Business,766,2024-01-25 00:00:00,Chandigarh,Offline,11,191,8426
Toys & Games,Remote Car,3777,2024-01-25 01:00:00,Jalandhar,Online,3,123,11331
Electronics,Smartphone,70263,2024-01-25 02:00:00,Ludhiana,Online,14,63,983682
Automotive,Car Perfume,262,2024-01-25 03:00:00,Mohali,Offline,13,111,3406
Automotive,Helmet,1391,2024-01-25 04:00:00,Patiala,Online,6,97,8346
Furniture,Dining Chair,689,2024-01-25 05:00:00,Gurugram,Offline,11,146,7579
Toys & Games,Remote Car,3777,2024-01-25 06:00:00,Delhi,Online,3,168,11331
Home Decor,Curtains,819,2024-01-25 07:00:00,Amritsar,Online,8,139,6552
Electronics,Speaker,7311,2024-01-25 08:00:00,Jalandhar,Online,2,55,14622
Gardening,Watering Can,281,2024-01-25 09:00:00,Ludhiana,Online,8,49,2248
Stationery,Desk Organizer,464,2024-01-25 10:00:00,Delhi,Offline,9,140,4176
Kitchen Tools,Induction Cooktop,2021,2024-01-25 11:00:00,Ludhiana,Offline,14,164,28294
Electronics,Speaker,7311,2024-01-25 12:00:00,Delhi,Offline,1,157,7311
Toys & Games,Doll House,1661,2024-01-25 13:00:00,Mohali,Offline,8,177,13288
Beauty & Personal Care,Hair Dryer,3061,2024-01-25 14:00:00,Ludhiana,Online,6,74,18366
Furniture,Shoe Rack,2275,2024-01-25 15:00:00,Chandigarh,Offline,1,185,2275
Furniture,Office Chair,4886,2024-01-25 16:00:00,Mohali,Online,9,26,43974
Gardening,Pruning Shears,1063,2024-01-25 17:00:00,Noida,Online,6,15,6378
Automotive,Engine Oil,2198,2024-01-25 18:00:00,Ludhiana,Online,9,50,19782
Books,Mystery,505,2024-01-25 19:00:00,Gurugram,Online,9,148,4545
Toys & Games,Cricket Bat,1069,2024-01-25 20:00:00,Noida,Online,11,35,11759
Furniture,Study Table,2815,2024-01-25 21:00:00,Chandigarh,Online,5,71,14075
Furniture,Study Table,2815,2024-01-25 22:00:00,Gurugram,Offline,7,71,19705
Kitchen Tools,Kettle,1252,2024-01-25 23:00:00,Delhi,Online,4,23,5008
Furniture,Shoe Rack,2275,2024-01-26 00:00:00,Jalandhar,Online,5,177,11375
